URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37.0,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,69,31,0.3799999962,0.07418397620609497,16.047619047619047,0.505192878338279,6.621124770382931,16.047619047619047,681,1348,2.4962908011869436,3,6.685459940652819
38.0,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,62,36,0.2653061197417743,0.10187110176520675,11.057471264367816,0.39604989604989604,4.581408464167085,11.057471264367816,381,962,2.1216216216216215,9,5.750519750519751
39.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,70,37,0.30841121207092326,0.08968985742691545,13.255555555555556,0.5062866722548198,5.504736891124151,13.255555555555556,604,1193,2.4811399832355407,5,6.585917854149204
40.0,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,67,22,0.5056179718469891,0.0894472360910078,10.153061224489797,0.4130653266331658,4.226450620449185,10.153061224489797,411,995,2.265326633165829,20,6.0321608040201005
43.0,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,30,12,0.4285714183673472,0.06988352733796419,11.557692307692308,0.4176372712146423,4.790131831562781,11.557692307692308,251,601,2.232945091514143,9,6.114808652246256
45.0,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,41,13,0.5185185089163239,0.09747292401178173,13.19047619047619,0.4223826714801444,5.4451435447825345,13.19047619047619,234,554,2.2129963898916967,4,6.120938628158845
46.0,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,71,39,0.2909090882644628,0.08070432862750966,14.978021978021978,0.43213499633162145,6.16406278974144,14.978021978021978,589,1363,2.3008070432868672,13,6.070432868672047
47.0,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,49,61,-0.10909090809917356,0.0782918148908955,13.254716981132075,0.37508896797153024,5.451922379641442,13.254716981132075,527,1405,1.997864768683274,2,5.623487544483986
48.0,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,40,20,0.3333333277777779,0.0713436384407329,13.34920634920635,0.5160523186682521,5.546103467149841,13.34920634920635,434,841,2.5755053507728896,11,6.900118906064209
49.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,35,28,0.11111110934744271,0.06766917285964644,10.119565217391305,0.40816326530612246,4.211091393078971,10.119565217391305,380,931,2.19656283566058,8,5.900107411385607
50.0,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,62,23,0.4588235240138409,0.09199134189178426,11.0,0.4816017316017316,4.592640692640693,11.0,445,924,2.5183982683982684,34,6.656926406926407
51.0,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,68,21,0.5280898817068552,0.08468125586614532,11.677777777777777,0.44053282588011416,4.8473242414631565,11.677777777777777,463,1051,2.3529971455756424,13,6.288296860133206
52.0,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,30,0,0.9999999666666678,0.0630252099516277,17.62962962962963,0.49789915966386555,7.251011515717399,17.62962962962963,237,476,2.5546218487394956,2,6.75
53.0,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,84,39,0.3658536555621654,0.12920168053655284,68.0,0.4789915966386555,27.39159663865546,68.0,456,952,2.4842436974789917,18,6.605042016806722
54.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,22,0,0.9999999545454565,0.037865748643948795,11.173076923076923,0.48709122203098104,4.664067258043162,11.173076923076923,283,581,2.4165232358003443,2,6.592082616179002
55.0,https://insights.blackcoffer.com/evolution-of-advertising-industry/,19,6,0.5199999792000009,0.04222972965839573,12.869565217391305,0.4966216216216216,5.34647473560517,12.869565217391305,294,592,2.4679054054054053,3,6.863175675675675
56.0,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5,3,0.24999996875000394,0.031999999872,20.833333333333332,0.5,8.533333333333333,20.833333333333332,125,250,2.596,4,6.972
58.0,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,29,69,-0.4081632611411912,0.10123966931690116,15.365079365079366,0.4597107438016529,6.329916043552408,15.365079365079366,445,968,2.34297520661157,4,6.294421487603306
59.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,22,15,0.18918918407596802,0.06379310333828775,15.675675675675675,0.42586206896551726,6.440615097856477,15.675675675675675,247,580,2.296551724137931,7,6.220689655172414
60.0,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,59,38,0.21649484312891915,0.08304794513437676,10.156521739130435,0.401541095890411,4.223225134008338,10.156521739130435,469,1168,2.218321917808219,12,6.022260273972603
61.0,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,44,3,0.8723404069714807,0.08834586449559048,10.857142857142858,0.48120300751879697,4.535338345864662,10.857142857142858,256,532,2.404135338345865,6,6.593984962406015
62.0,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,10,1,0.8181817438016598,0.029177718755496768,16.391304347826086,0.4323607427055703,6.729466036212663,16.391304347826086,163,377,2.3925729442970822,2,6.3978779840848805
64.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,18,8,0.3846153698224858,0.056034482637856715,17.846153846153847,0.4504310344827586,7.318633952254642,17.846153846153847,209,464,2.4310344827586206,3,6.4655172413793105
65.0,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,20,7,0.48148146364883465,0.07714285692244897,10.606060606060606,0.4828571428571429,4.435567099567099,10.606060606060606,169,350,2.5228571428571427,2,6.731428571428571
66.0,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,10,0,0.99999990000001,0.03937007858515717,15.875,0.5,6.550000000000001,15.875,127,254,2.5866141732283463,3,6.956692913385827
67.0,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,28,36,-0.12499999804687503,0.10474631734084072,10.01639344262295,0.35842880523731585,4.149928899144107,10.01639344262295,219,611,2.0916530278232406,21,5.708674304418985
68.0,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,13,2,0.7333332844444478,0.059760955937207344,15.6875,0.46613545816733065,6.461454183266932,15.6875,117,251,2.462151394422311,3,6.621513944223108
69.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,38,10,0.5833333211805558,0.08219178068117845,12.977777777777778,0.5171232876712328,5.397960426179605,12.977777777777778,302,584,2.578767123287671,2,6.839041095890411
70.0,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,6,7,-0.07692307100591762,0.056521738884688096,15.333333333333334,0.4826086956521739,6.326376811594203,15.333333333333334,111,230,2.5217391304347827,6,6.7043478260869565
71.0,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,14,25,-0.2820512748191981,0.11999999963076924,12.037037037037036,0.4307692307692308,4.987122507122507,12.037037037037036,140,325,2.375384615384615,8,6.495384615384616
72.0,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,31,46,-0.19480519227525725,0.06422018343267707,15.177215189873417,0.4578815679733111,6.254038703138692,15.177215189873417,549,1199,2.403669724770642,17,6.539616346955796
73.0,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,45,23,0.3235294070069205,0.06686332343474599,13.381578947368421,0.408062930186824,5.515856751022099,13.381578947368421,415,1017,2.310717797443461,21,6.221238938053097
74.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,38,26,0.18749999707031256,0.0614203454304987,11.707865168539326,0.3723608445297505,4.832090405227631,11.707865168539326,388,1042,2.0719769673704413,19,5.712092130518234
75.0,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,28,5,0.6969696758494038,0.05749128909844723,7.454545454545454,0.4268292682926829,3.152549889135255,7.454545454545454,245,574,2.2229965156794425,3,6.050522648083624
76.0,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,44,8,0.6923076789940831,0.06227544902721503,11.76056338028169,0.42035928143712575,4.872369064687526,11.76056338028169,351,835,2.125748502994012,6,5.804790419161677
77.0,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,34,6,0.6999999825000005,0.10471204161070147,17.363636363636363,0.46596858638743455,7.1318419800095185,17.363636363636363,178,382,2.4031413612565444,10,6.31151832460733
78.0,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,46,15,0.5081967129803818,0.05412599817735048,14.0875,0.4605146406388642,5.819205856255547,14.0875,519,1127,2.3877551020408165,10,6.300798580301686
79.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,27,68,-0.4315789428254848,0.1411589893890654,7.91764705882353,0.4160475482912333,3.3334778428459053,7.91764705882353,280,673,2.1812778603268943,15,5.939078751857355
80.0,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,64,21,0.5058823469896194,0.11067708318922255,9.035294117647059,0.3541666666666667,3.7557843137254903,9.035294117647059,272,768,2.0729166666666665,7,5.805989583333333
81.0,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,27,31,-0.0689655160523187,0.07651715029483226,14.576923076923077,0.35092348284960423,5.971138623909073,14.576923076923077,266,758,2.1068601583113455,7,5.91424802110818
82.0,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,27,21,0.1249999973958334,0.05896805889561663,11.150684931506849,0.457002457002457,4.643074955403722,11.150684931506849,372,814,2.3402948402948405,11,6.416461916461916
83.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,26,71,-0.463917520990541,0.14078374435299892,8.506172839506172,0.42380261248185774,3.571990180795212,8.506172839506172,292,689,2.1915820029027575,17,5.960812772133527
84.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,25,10,0.428571416326531,0.06481481469478738,13.846153846153847,0.42407407407407405,5.708091168091169,13.846153846153847,229,540,2.2092592592592593,7,6.103703703703704
85.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,13,6,0.36842103324099823,0.058282208410177276,20.375,0.4325153374233129,8.323006134969326,20.375,141,326,2.3588957055214723,2,6.4447852760736195
86.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,30,17,0.2765957387958354,0.07667210427949085,20.433333333333334,0.4274061990212072,8.344295812941816,20.433333333333334,262,613,2.3425774877650896,2,6.464926590538336
87.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,26,29,-0.05454545355371903,0.06343713948853848,13.546875,0.4186851211072664,5.586224048442907,13.546875,363,867,2.207612456747405,8,6.160322952710496
88.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,38,11,0.5510203969179511,0.01797505501908472,10.774703557312254,0.33125458547322084,4.44238325711419,10.774703557312254,903,2726,1.834556126192223,4,5.333088774761555
89.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,39,42,-0.03703703657978967,0.07410795967602199,12.280898876404494,0.45196706312900276,5.093146375813399,12.280898876404494,494,1093,2.3394327538883806,14,6.372369624885636
90.0,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,33,62,-0.3052631546814405,0.0845195728785413,16.529411764705884,0.4795373665480427,6.803579652501572,16.529411764705884,539,1124,2.373665480427046,2,6.345195729537367
91.0,https://insights.blackcoffer.com/human-rights-outlook/,8,1,0.7777776913580343,0.039130434612476374,19.166666666666668,0.46956521739130436,7.85449275362319,19.166666666666668,108,230,2.517391304347826,3,6.7043478260869565
92.0,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,32,4,0.7777777561728402,0.05479452046454411,14.931818181818182,0.4094368340943683,6.136502006365021,14.931818181818182,269,657,2.0639269406392695,4,5.736681887366819
93.0,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,39,33,0.08333333217592595,0.06936416178288615,8.304,0.44990366088631983,3.501561464354528,8.304,467,1038,2.3342967244701347,8,6.277456647398844
94.0,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,56,15,0.5774647805990876,0.06249999994498239,11.591836734693878,0.4339788732394366,4.810326243173326,11.591836734693878,493,1136,2.1575704225352115,7,6.034330985915493
95.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,35,32,0.044776118734684796,0.08645161279167533,14.903846153846153,0.41161290322580646,6.126183622828784,14.903846153846153,319,775,2.2851612903225806,5,6.209032258064516
96.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,21,44,-0.35384614840236694,0.05225080381651864,15.746835443037975,0.430064308681672,6.470759900687859,15.746835443037975,535,1244,2.2588424437299035,3,6.327974276527331
97.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,21,40,-0.3114754047299114,0.08484005551482607,12.39655172413793,0.44089012517385257,5.1349767397247135,12.39655172413793,317,719,2.3073713490959666,7,6.33518776077886
98.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,41,47,-0.06818181740702481,0.1111111109708193,10.025316455696203,0.4431818181818182,4.187399309551209,10.025316455696203,351,792,2.3005050505050506,39,6.121212121212121
99.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,28,27,0.018181817851239675,0.07757404784545269,15.41304347826087,0.47531734837799716,6.355344330655547,15.41304347826087,337,709,2.469675599435825,14,6.600846262341326
100.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,19,37,-0.32142856568877565,0.0599571733833435,12.621621621621621,0.4336188436830835,5.222096186121882,12.621621621621621,405,934,2.341541755888651,4,6.510706638115631
101.0,https://insights.blackcoffer.com/travel-and-tourism-outlook/,9,3,0.4999999583333368,0.047058823344867357,17.0,0.4549019607843137,6.981960784313725,17.0,116,255,2.4274509803921567,3,6.513725490196078
102.0,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,37,48,-0.12941176318339104,0.1034063259082648,11.742857142857142,0.4051094890510949,4.859186652763295,11.742857142857142,333,822,2.208029197080292,15,5.995133819951338
103.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,13,24,-0.2972972892622354,0.06468531457222847,13.30232558139535,0.4020979020979021,5.4817693933973,13.30232558139535,230,572,2.167832167832168,6,6.045454545454546
104.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,33,54,-0.24137930757035278,0.10674846612668899,14.298245614035087,0.45766871165644174,5.902365730276612,14.298245614035087,373,815,2.449079754601227,5,6.6429447852760735
105.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,26,34,-0.13333333111111115,0.08928571415284864,15.272727272727273,0.4255952380952381,6.279329004329004,15.272727272727273,286,672,2.2604166666666665,9,6.052083333333333
106.0,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,0,0.99999980000004,0.018939393867653812,26.4,0.4772727272727273,10.75090909090909,26.4,126,264,2.4015151515151514,1,6.587121212121212
107.0,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,18,2,0.799999960000002,0.042826552370821086,12.972222222222221,0.39828693790149894,5.348203664049489,12.972222222222221,186,467,2.1991434689507496,5,6.107066381156317
108.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,33,52,-0.22352940913494815,0.12108262091013872,18.473684210526315,0.4472934472934473,7.568391063127905,18.473684210526315,314,702,2.339031339031339,5,6.464387464387465
109.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,34,23,0.1929824527546938,0.12179487153462634,13.0,0.344017094017094,5.337606837606838,13.0,161,468,2.1880341880341883,44,5.972222222222222
110.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,10,36,-0.5652173790170135,0.05757196488414022,14.527272727272727,0.4267834793491865,5.981622482648766,14.527272727272727,341,799,2.314142678347935,3,6.424280350438048
111.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,18,29,-0.23404254821186068,0.06394557814429173,12.894736842105264,0.46122448979591835,5.342384532760473,12.894736842105264,339,735,2.4095238095238094,2,6.538775510204082
112.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,29,51,-0.27499999656250007,0.09864364969341104,13.745762711864407,0.44636251541307026,5.676850090910992,13.745762711864407,362,811,2.315659679408138,5,6.3760789149198525
113.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,21,21,0.0,0.07046979853948021,14.536585365853659,0.4412751677852349,5.991144213455558,14.536585365853659,263,596,2.303691275167785,10,6.3389261744966445
114.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,52,47,0.050505049994898486,0.09455587383519018,13.0875,0.4040114613180516,5.396604584527221,13.0875,423,1047,2.2043935052531043,8,6.021012416427889
115.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,26,39,-0.199999996923077,0.05893019033641868,14.324675324675324,0.44242973708068906,5.906842024702406,14.324675324675324,488,1103,2.244786944696283,12,6.198549410698096
116.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,28,25,0.056603772516909956,0.09447415312927958,18.7,0.33868092691622104,7.615472370766489,18.7,190,561,2.1301247771836005,48,5.964349376114082
117.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,41,64,-0.21904761696145128,0.08578431365540497,15.3,0.41421568627450983,6.285686274509804,15.3,507,1224,2.2573529411764706,15,6.227124183006536
118.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,38,51,-0.14606741408913018,0.11294416229321806,9.493975903614459,0.35786802030456855,3.9407375695676112,9.493975903614459,282,788,2.0761421319796955,9,5.668781725888325
119.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,13,14,-0.037037035665294975,0.07219251317595585,14.96,0.4572192513368984,6.16688770053476,14.96,171,374,2.4197860962566846,3,6.767379679144385
120.0,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,51,90,-0.27659574271917914,0.08790523685292691,15.881188118811881,0.41271820448877805,6.517562529320265,15.881188118811881,662,1604,2.182668329177057,11,6.093516209476309
121.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,39,64,-0.242718444245452,0.12218268075660417,12.042857142857143,0.38552787663107946,4.971354007795289,12.042857142857143,325,843,2.1791221826809015,38,5.912218268090154
122.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,37,66,-0.28155339532472434,0.08619246854711926,11.380952380952381,0.4,4.712380952380953,11.380952380952381,478,1195,2.112133891213389,16,5.871129707112971
123.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,45,78,-0.268292680745588,0.10432569965706047,14.204819277108435,0.4402035623409669,5.858009135779761,14.204819277108435,519,1179,2.29431721798134,21,6.296861747243427
124.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,25,41,-0.2424242387511479,0.08582574761271033,11.830769230769231,0.4057217165149545,4.894596378913675,11.830769230769231,312,769,2.1001300390117037,11,5.89076723016905
125.0,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,62,17,0.5696202459541742,0.06330128200055986,17.577464788732396,0.44471153846153844,7.208870530877575,17.577464788732396,555,1248,2.295673076923077,5,6.237179487179487
126.0,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,21,23,-0.04545454442148763,0.06616541343433772,17.5,0.41353383458646614,7.165413533834587,17.5,275,665,2.206015037593985,5,6.114285714285714
127.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,48,85,-0.2781954866301091,0.13052011763442578,13.233766233766234,0.41609421000981356,5.459944177510419,13.233766233766234,424,1019,2.26594700686948,10,6.198233562315996
128.0,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,13,16,-0.10344827229488716,0.08978328145577931,15.380952380952381,0.4551083591331269,6.334424296034204,15.380952380952381,147,323,2.362229102167183,6,6.424148606811145
129.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,15,7,0.36363634710743875,0.04174573047107072,15.057142857142857,0.43833017077798864,6.198189211168338,15.057142857142857,231,527,2.3358633776091082,3,6.39089184060721
130.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,28,57,-0.34117646657439454,0.06821829850062737,22.25,0.3828250401284109,9.053130016051364,22.25,477,1246,2.322632423756019,5,6.25040128410915
131.0,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,85,32,0.4529914491197312,0.09543230008529176,15.922077922077921,0.4437194127243067,6.546318933920891,15.922077922077921,544,1226,2.2805872756933114,1,6.292822185970636
132.0,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,32,21,0.2075471658953365,0.052579365027203014,13.44,0.4117063492063492,5.54068253968254,13.44,415,1008,2.1597222222222223,9,6.032738095238095
133.0,https://insights.blackcoffer.com/continued-demand-for-sustainability/,30,19,0.22448979133694305,0.0818030048717813,18.71875,0.5075125208681135,7.690505008347246,18.71875,304,599,2.5308848080133557,3,6.717863105175292
135.0,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,11,7,0.2222222098765439,0.055555555384087796,14.727272727272727,0.38271604938271603,6.043995510662178,14.727272727272727,124,324,2.228395061728395,9,6.12962962962963
136.0,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,5,14,-0.47368418559556913,0.05205479437793207,13.518518518518519,0.4657534246575342,5.593708777270422,13.518518518518519,170,365,2.3945205479452056,7,6.594520547945206
138.0,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,10,10,0.0,0.06920415200967421,13.761904761904763,0.5086505190311419,5.708222112374362,13.761904761904763,147,289,2.602076124567474,10,6.85121107266436
139.0,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,12,2,0.7142856632653098,0.04844290640677195,15.210526315789474,0.42214532871972316,6.25306865780368,15.210526315789474,122,289,2.2941176470588234,2,6.290657439446367
140.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,19,51,-0.457142850612245,0.09776536299194782,13.25925925925926,0.4134078212290503,5.469066832195324,13.25925925925926,296,716,2.1745810055865924,2,6.081005586592179
141.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,10,20,-0.33333332222222256,0.07299270055232919,18.681818181818183,0.4282238442822384,7.64401681044017,18.681818181818183,176,411,2.27007299270073,5,6.231143552311435
142.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,42,69,-0.2432432410518627,0.09031733109005911,13.965909090909092,0.467046379170057,5.77318218803166,13.965909090909092,574,1229,2.35313262815297,3,6.3449959316517495
143.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,10,24,-0.41176469377162667,0.06813627240854454,11.880952380952381,0.44889779559118237,4.931940070617426,11.880952380952381,224,499,2.434869739478958,4,6.569138276553106
146.0,https://insights.blackcoffer.com/blockchain-for-payments/,26,27,-0.01886792417230332,0.07748538000367634,11.4,0.45321637426900585,4.741286549707603,11.4,310,684,2.4005847953216373,11,6.81140350877193
147.0,https://insights.blackcoffer.com/the-future-of-investing/,40,12,0.538461528106509,0.06197854581408993,13.983333333333333,0.44815256257449343,5.772594358363131,13.983333333333333,376,839,2.33611442193087,4,6.3694874851013115
148.0,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,31,46,-0.19480519227525725,0.08943089420507445,11.038461538461538,0.4692218350754936,4.603073349414813,11.038461538461538,404,861,2.315911730545877,4,6.2125435540069684
149.0,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,34,3,0.8378378151935726,0.07660455470682287,15.580645161290322,0.5238095238095238,6.441781874039939,15.580645161290322,253,483,2.6335403726708075,2,7.10351966873706
150.0,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,38,41,-0.03797468306361161,0.10422163574640946,10.67605633802817,0.4419525065963061,4.4472035378497905,10.67605633802817,335,758,2.3680738786279685,10,6.332453825857519
